,year,county_name,subject_race,count,population,relative_arrest
2010,2011,Tulare,asian/pacific islander,1422,299307,0.004750974751676372
2015,2012,Tulare,asian/pacific islander,1439,299307,0.004807772621422152
2020,2013,Tulare,asian/pacific islander,1435,299307,0.004794408416776086
2025,2014,Tulare,asian/pacific islander,1242,299307,0.0041495855426034135
2030,2015,Tulare,asian/pacific islander,1236,299307,0.004129539235634316
2035,2016,Tulare,asian/pacific islander,571,299307,0.001907740213225885
2040,2009,Tuolumne,asian/pacific islander,183,4903,0.03732408729349378
2045,2010,Tuolumne,asian/pacific islander,446,4903,0.09096471548031818
2050,2011,Tuolumne,asian/pacific islander,381,4903,0.07770752600448705
2055,2012,Tuolumne,asian/pacific islander,406,4903,0.08280644503365286
2060,2013,Tuolumne,asian/pacific islander,473,4903,0.09647154803181726
2065,2014,Tuolumne,asian/pacific islander,481,4903,0.09810320212115031
2070,2015,Tuolumne,asian/pacific islander,556,4903,0.11339995920864776
2075,2016,Tuolumne,asian/pacific islander,297,4903,0.0605751580664899
2080,2009,Yolo,asian/pacific islander,852,176458,0.004828344421902096
2085,2010,Yolo,asian/pacific islander,1251,176458,0.007089505718074556
2090,2011,Yolo,asian/pacific islander,1424,176458,0.008069908986841061
2095,2012,Yolo,asian/pacific islander,1462,176458,0.008285257681714628
2100,2013,Yolo,asian/pacific islander,1673,176458,0.009481009645354702
2105,2014,Yolo,asian/pacific islander,1747,176458,0.009900372893266386
2110,2015,Yolo,asian/pacific islander,1509,176458,0.008551610014847727
2115,2016,Yolo,asian/pacific islander,774,176458,0.00438631289031951
